path,acquisition,slices,receiverChannels,height,width,corrupted,systemFieldStrength_T,mode
data\multicoil_train\file_brain_AXT2_203_2030180_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030276_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030094_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030111_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030227_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030401_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_val
data\multicoil_val\file_brain_AXT2_203_2030250_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030323_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030145_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030118_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030077_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030090_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030088_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030350_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_val
data\multicoil_val\file_brain_AXT2_203_2030027_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030201_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030320_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_val
data\multicoil_val\file_brain_AXT2_203_2030106_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_val
data\multicoil_val\file_brain_AXT2_203_2030359_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_val
data\multicoil_val\file_brain_AXT2_203_2030309_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_val
data\multicoil_train\file_brain_AXT2_203_2030354_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030177_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_test
data\multicoil_val\file_brain_AXT2_203_2030215_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030122_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_test
data\multicoil_val\file_brain_AXT2_203_2030059_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030248_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_test
data\multicoil_val\file_brain_AXT2_203_2030100_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_test
data\multicoil_val\file_brain_AXT2_203_2030268_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030147_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030086_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_test
data\multicoil_val\file_brain_AXT2_203_2030264_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030258_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_test
data\multicoil_val\file_brain_AXT2_203_2030237_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030199_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_test
data\multicoil_val\file_brain_AXT2_203_2030167_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_test
data\multicoil_val\file_brain_AXT2_203_2030157_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030016_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_test
data\multicoil_val\file_brain_AXT2_203_2030274_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030316_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030254_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030082_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030188_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_test
data\multicoil_val\file_brain_AXT2_203_2030153_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030385_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030217_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030298_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_test
data\multicoil_val\file_brain_AXT2_203_2030039_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_test
data\multicoil_train\file_brain_AXT2_203_2030341_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_test
data\multicoil_val\file_brain_AXT2_203_2030032_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_test
data\multicoil_val\file_brain_AXT2_203_2030325_corrupted.h5,AXT2,16,4,768,392,True,2.8936,multicoil_test
